text,label
i can't use the app because i got mugged yesterday and they took everything. i need some help.,lost_or_stolen_phone
what should i do if my phone is lost or stolen?,lost_or_stolen_phone
can my account me accessed by a thief?  i was mugged.,lost_or_stolen_phone
"my phone got stolen, how can i use the app?",lost_or_stolen_phone
i can not find my phone or it has been stolen.,lost_or_stolen_phone
"i no longer have my phone, what should i do?",lost_or_stolen_phone
can i use your services without access to the app?,lost_or_stolen_phone
what should i do if my smart phone is lost or stolen?,lost_or_stolen_phone
i lost my phone. what do i need to do?,lost_or_stolen_phone
i need help- i got mugged yesterday and they took everything so i can't use the app.,lost_or_stolen_phone
i misplaced my phone so i can't use the app! does this mean i can't use my card?,lost_or_stolen_phone
"if i lost my phone, how can i stop someone from accessing my account through the app?",lost_or_stolen_phone
what do i do if my smart phone was stolen?,lost_or_stolen_phone
can i still access the app even though my phone was stolen?,lost_or_stolen_phone
hello i have lost my phone and i'm worried someone's going to steal money from me,lost_or_stolen_phone
what do i do if i can't access the app?,lost_or_stolen_phone
i just replaced my phone but how do i use my card information?,lost_or_stolen_phone
is it possible to access my phone from the hotel/,lost_or_stolen_phone
"if i lost my phone at the hotel, can i still use the app?",lost_or_stolen_phone
what do i do if my phone is stolen?,lost_or_stolen_phone
"my phone was stolen, what should i do first?",lost_or_stolen_phone
everything was stolen from me.  i can't use the app.  please advise.,lost_or_stolen_phone
i'm not sure where my phone is.  can someone else use the app?,lost_or_stolen_phone
what is the process to change my pin?,change_pin
set a new pin please.,change_pin
which atm's am i able to change my pin?,change_pin
can you tell me where  can change my pin?,change_pin
"i'm in austria right now, but i really need to change my pin right now. can i do this even though i'm in another country?",change_pin
i want to replace my current pin.,change_pin
help me change my pin.,change_pin
"while on vacation in spain i think someone saw my pin and i now need to change it, can i do this at an atm in spain?",change_pin
can i change my pin number at a cash machine?,change_pin
changing my pin,change_pin
can my pin changed remotely without visiting a bank?,change_pin
can i change my pin remotely?,change_pin
can i change my pin at a nearby atm when in spain? i think someone saw my pin and i need to change it but am on vacation.,change_pin
can i change my pin at a cash machine?,change_pin
can i reset my pin?,change_pin
how do i change the pin?,change_pin
how can i reset my pin?,change_pin
do i have to go into the bank to change my pin?,change_pin
how can i change my rowlock ?,change_pin
"i can't freeze my account as i need the card as i am traveling, how do i change my pin?",change_pin
can you tell me what i need to do to have my pin changed?,change_pin
if i want to can i set up a new pin?,change_pin
what are the steps to change my pin to something else?,change_pin
how can i alteration my pin?,change_pin
i'm on vacation in europe but i desperately need to change my pin. can i do this from abroad?,change_pin
can i change my pin?,change_pin
do i need to go to a physical bank to change my pin?,change_pin
can i change my pin at an atm?,change_pin
can my pin be changed in any cash machine?,change_pin
how can i change my pin even though i'm out of the country in austria at the moment?,change_pin
i want to change my pin - do i need to be in a bank?,change_pin
can i change my pin without going to a bank branch?,change_pin
is there a location where i can change my pin?,change_pin
please let me know how to change my pin?,change_pin
can i change my pin through the app?,change_pin
are their certain cash machines where i can change my pin?,change_pin
i have been travelling overseas and i need to change my pin. can you tell me how this is done?,change_pin
is it possible to change my pin if i am out of the country?,change_pin
help me with a pin change.,change_pin
is going to a bank only way to change my pin?,change_pin
i would like to change the the pin on my card.,change_pin
can i change my pin without being physically present?,change_pin
where do i need to go to change my pin?,change_pin
how do i change my card pin?,change_pin
can you tell me how to change my pin?,change_pin
i am on vacation in spain and need to change my pin.,change_pin
which cash machines will allow me to change my pin?,change_pin
tell me what atms allow me to change my pin.,change_pin
"i think someone saw my pin and i am on vacation in spain, can i change it locally at an atm?",change_pin
do i have to go to the bank to change my pin?,change_pin
your atm pin can be changed at any visa or mastercard atm with pin services. certain countries don't support atm pin changes.,change_pin
please help me change my pin.,change_pin
am i allowed to change my pin anywhere?,change_pin
if i want to change my pin number can i directly from an atm?,change_pin
can i change my pin on my phone?,change_pin
what do i have to do to change my pin?,change_pin
can i change my pin in austria?,change_pin
in what way can i change my pin and where do i need to be?,change_pin
how do i change my pin while traveling?,change_pin
at what cash machines can i change my pin?,change_pin
i want to choose a new pin.,change_pin
"i think my pin has been compromised, what do i do?",change_pin
please help me set up a new pin.,change_pin
"if i wanted to change my pin, how would i do that?",change_pin
what steps do i have to take to change my pin?,change_pin
where can i update my pin number?,change_pin
how do i go about changing my pin?,change_pin
i really need to know how to change my pin.,change_pin
can i change my pin abroad?,change_pin
which countries can i change my pin in?,change_pin
i'm travelling abroad but i've run into a situation where i need to change my pin immediately. can i do this from here?,change_pin
i must change my pin as soon as possible.,change_pin
how can i change my pin without going to the bank?,change_pin
do i have to change my pin at a bank?,change_pin
do you know how to change my card pin?,change_pin
which atms allow me to change my pin?,change_pin
"can i change my pin at atms?  if so, what ones?",change_pin
are there any specific cash machines that i have to go to in order to change my pin?,change_pin
how do i change my pin abroad?,change_pin
can i change my in at all atm's?,change_pin
can i change my pin if i want to?,change_pin
can i change my pin at any atm?,change_pin
is it possible for me to change my pin number?,change_pin
why did my transfer to a beneficiary fail?,beneficiary_not_allowed
why is my beneficiary being denies?,beneficiary_not_allowed
why am i not allowed to add a certain beneficiary?,beneficiary_not_allowed
what are then rules on beneficiaries?,beneficiary_not_allowed
my transfer to a beneficiary did not go through.  why?,beneficiary_not_allowed
my beneficiary is unable to transact,beneficiary_not_allowed
why was i denied the option to transfer money to a selected beneficiary?,beneficiary_not_allowed
"while transferring money, its getting error out as my transfer is not possible. please help me in this as earlier i was able to do it successfully.",beneficiary_not_allowed
why am i unable to transfer money when i was able to before?,beneficiary_not_allowed
"i couldn't transfer money to my bank, why not?",beneficiary_not_allowed
what are the reasons why you would not be able to process a payment,beneficiary_not_allowed
why was my transfer stopped ?,beneficiary_not_allowed
why can i not do a transfer to a beneficiary?,beneficiary_not_allowed
i've been trying to make a transfer and it hasn't gone through. now i am receiving an error message.  what is the problem?,beneficiary_not_allowed
my funds are not transferring to my bank. why is this not working?,beneficiary_not_allowed
my transfer failed to a beneficiary,beneficiary_not_allowed
i really was trying to complete this exhange. i was trying to purchase some crypto but the app won't allow me to do it. can you tell me what's going on here?,beneficiary_not_allowed
i have made several unsuccessful attempts to make a transfer.  i'm getting frustrated at getting error messages and it not going through.,beneficiary_not_allowed
is a transfer to a beneficiary allowed?,beneficiary_not_allowed
why can't i use my beneficiary?,beneficiary_not_allowed
is there something wrong with the transferring functions? i keep trying to transfer funds and only get an error message.,beneficiary_not_allowed
why can't my beneficiary access my account?,beneficiary_not_allowed
i keep getting an error message when i'm trying to transfer funds! why aren't you accepting that?,beneficiary_not_allowed
i am trying to complete a transfer but i keep getting an error message.,beneficiary_not_allowed
why is this not letting me exchange crypto? i need help making this transaction go through.,beneficiary_not_allowed
why is my beneficiary not being allowed to get payment services?,beneficiary_not_allowed
for what reason can i not transfer money to a beneficiary?,beneficiary_not_allowed
i am having trouble transferring money to a beneficiery.,beneficiary_not_allowed
"hi, i'm trying to by some crypto and the app isn't allowing it. i really want to exchange this, what am i doing wrong?",beneficiary_not_allowed
what are the reasons a beneficiary would be denied?,beneficiary_not_allowed
i was unable to transfer to another account.,beneficiary_not_allowed
i cannot make a transfer to another account.,beneficiary_not_allowed
are there restrictions to transfers to certain accounts?,beneficiary_not_allowed
my transfer to a beneficiary was rejected.,beneficiary_not_allowed
my beneficiary is not allowed?  why?,beneficiary_not_allowed
hi i received an error message informing me about the transaction failure. i have done the money transfer before and it never failed. please let me know what is the issue this time.,beneficiary_not_allowed
i'm suddenly getting an error while attempting a transfer that it isn't possible. why? i've done it before.,beneficiary_not_allowed
why can't a beneficiary receive a money transfer from me?,beneficiary_not_allowed
why has my beneficiary been denied?,beneficiary_not_allowed
my money didnt go through after i transferred.,beneficiary_not_allowed
why wasn't my payment to beneficiary x approved?,beneficiary_not_allowed
the transfer to an account wasn't allowed is there any other way for me to do it,beneficiary_not_allowed
can you please explain why my beneficiary is not allowed?,beneficiary_not_allowed
what is the reason i couldn't do a transfer to a beneficiary?,beneficiary_not_allowed
why can't my beneficiary make transactions?,beneficiary_not_allowed
why couldn't i transfer funds to my beneficiary?,beneficiary_not_allowed
why didn't my transfer to a beneficiary go through?,beneficiary_not_allowed
i am trying  to  transfer and  it has been  stopped why is  that,beneficiary_not_allowed
am i allowed to transfer money to a beneficiary?,beneficiary_not_allowed
what happens when a beneficiary can't receive my transfer?,beneficiary_not_allowed
just received a message that my transfer is not possible??  what is going on.  i have done this before with no issues.,beneficiary_not_allowed
why is allowance not being given to my beneficiary?,beneficiary_not_allowed
my account transfer was blocked.,beneficiary_not_allowed
i tried to do a transfer to an account but it didn't work,beneficiary_not_allowed
i don't understand why you aren't accepting my transfer. after a couple times trying i'm still getting an error message.,beneficiary_not_allowed
i couldn't transfer to an account.,beneficiary_not_allowed
why won't you let me name x as a beneficiary?,beneficiary_not_allowed
why can't i use this beneficiary?,beneficiary_not_allowed
why can't my beneficiary get access?,beneficiary_not_allowed
a transfer to my account was denied.,beneficiary_not_allowed
why is this beneficiary being rejected?,beneficiary_not_allowed
why would i receive an error that my transfer isn't possible when i've done it before?,beneficiary_not_allowed
"hi, i am interested buying crypto currency but unable to purchase it through the application. i do want to do the exchange, could you please let me know what is the problem?",beneficiary_not_allowed
why would my beneficiary not be allowed?,beneficiary_not_allowed
how can i transfer money to a beneficiary?,beneficiary_not_allowed
why cant i transfer to my account?,beneficiary_not_allowed
i was trying to purchase some crypto and the app won't allow me to do it. what's the deal with this? i really wanted to complete the exchange.,beneficiary_not_allowed
it shows that the transfer on my account wasn't allowed.,beneficiary_not_allowed
the transfer to my account was not allowed.,beneficiary_not_allowed
why can't i transfer to another account?,beneficiary_not_allowed
"i tried transferring money to a beneficiary, however, i was unsuccessful.",beneficiary_not_allowed
hello - i'm on the app and trying to purchase crypto. it's not going through. what am i doing wrong?,beneficiary_not_allowed
"i have tried to submit a transfer a couple of times now, and for some reason, it continues to be unsuccessful. do you know why this may be?",beneficiary_not_allowed
i tried transferring to an account but it won't let me.,beneficiary_not_allowed
i wanted to purchase some crypto. the app will not let me. what's going on here? i really want to make this exchange.,beneficiary_not_allowed
why can't i buy cryptocurrency on the app?,beneficiary_not_allowed
why is my beneficiary not working?,beneficiary_not_allowed
why would a transfer to an account not be allowed?,beneficiary_not_allowed
i'm trying to purchase crypto via the app. i haven't been able to get it to go through. am i doing something wrong?,beneficiary_not_allowed
i tried transferring to an account but it didn't go through. what happened?,beneficiary_not_allowed
"why is my transfer not working? i tried multiple times to transfer money, and all that happens is an error message pops up.",beneficiary_not_allowed
the app won't let me transfer money to a beneficiary,beneficiary_not_allowed
payment did not process,beneficiary_not_allowed
i could not transfer funds to a beneficiary; is there a problem with your software?,beneficiary_not_allowed
why can't you allow my beneficiary?,beneficiary_not_allowed
why will my transfer not go through?!  keep getting an error message.,beneficiary_not_allowed
what is preventing me from adding a specific beneficiary?,beneficiary_not_allowed
why can't i add any beneficiary i choose?,beneficiary_not_allowed
why am i not allowed to transfer money to my cryptocurrency exchange?,beneficiary_not_allowed
i have been trying to exchange this for crypto but the app won't work could you please help me?,beneficiary_not_allowed
my card isn't letting me purchase something and i wanted to know why.,beneficiary_not_allowed
i was unable to transfer money to a beneficiary.,beneficiary_not_allowed
why can i not do a  transfer,beneficiary_not_allowed
"i want to transfer money to a beneficiary, but i couldn't.",beneficiary_not_allowed
i wasn't able to do a transfer to an account,beneficiary_not_allowed
"i normally have no issues making transfers, so why am i suddenly being told it is not possible?",beneficiary_not_allowed
my account did not allow the transfer.,beneficiary_not_allowed
i just got an error message saying my transfer is not possible? why is that? i've transferred money before and it worked without problem,beneficiary_not_allowed
"why won't you take my transfer, i keep getting an error message.",beneficiary_not_allowed
it's not letting me transfer money to my beneficiery.,beneficiary_not_allowed
my transfer to another account was not allowed. why is that?,beneficiary_not_allowed
i tried to transfer funds to a beneficiary and was denied. can you tell me why?,beneficiary_not_allowed
why can't i transfer money to a beneficiery?,beneficiary_not_allowed
will a beneficiary not accept a transfer?,beneficiary_not_allowed
"i have to transfer money over to my mother, and i have tried numerous times and all that keeps happening is error messages.",beneficiary_not_allowed
why was i not allowed to do a transfer to a beneficiary?,beneficiary_not_allowed
is there a charge for sending out more cards?,getting_spare_card
how many active cards can i have?,getting_spare_card
how much is it to send out additional cards?,getting_spare_card
do you charge extra for duplicate cards?,getting_spare_card
how do i get a spare card?,getting_spare_card
how many physical cards am i allowed to have?,getting_spare_card
can another family member hold a card for this account in addition to mine?,getting_spare_card
can i get spare cards?,getting_spare_card
how do i get another card,getting_spare_card
is it possible to purchase more physical cards with my account?,getting_spare_card
is it possible to order another card?,getting_spare_card
do you charge for sending out more cards?,getting_spare_card
how many cards am i allowed?,getting_spare_card
if i need more than cards will i have to pay a fee to receive them?,getting_spare_card
how do i request more physical cards?,getting_spare_card
i need another card,getting_spare_card
can i have more than one card?,getting_spare_card
i'm looking to get an additional card.,getting_spare_card
please tell me if i'm going to be charged for sending out more cards?,getting_spare_card
what should i do if i want to get another card for someone in my family?,getting_spare_card
i want some extra physical cards.,getting_spare_card
will i get charged for sending out more cards?,getting_spare_card
"if i want to be able to give my daughter a card for my account, would i be allowed to get one for her?",getting_spare_card
my daughter would like a card from my account?  can i do this?,getting_spare_card
"i need a second card, can i have more than one?",getting_spare_card
can i get a few more physical cards?,getting_spare_card
i need a new card.,getting_spare_card
how do i receive more physical cards,getting_spare_card
i'd like to provide my daughter with a card - could i get an additional card from my account to give her?,getting_spare_card
i would like to get a few more physical cards.,getting_spare_card
do you send duplicate cards?,getting_spare_card
how do i order another card?,getting_spare_card
i would like an extra card.,getting_spare_card
"i would like some more physical cards, what is my limit?",getting_spare_card
is it possible to get another card?,getting_spare_card
what steps do i need to get another card?,getting_spare_card
i would like to use one of my cards for a family member. is that allowed?,getting_spare_card
can you send me more cards for my account?,getting_spare_card
how is it possible to add another card to account,getting_spare_card
"i want to give a second card for this account to my daughter, would this be possible?",getting_spare_card
i would like to get additional physical cards at this time,getting_spare_card
how much is it to buy another card? i was hoping to buy another one.,getting_spare_card
what is the procedure for me to get more cards on my account?,getting_spare_card
is it possible for me to give my daughter a second card for this account?,getting_spare_card
i need a second card on this account for my daughter.,getting_spare_card
i would like more physical cards,getting_spare_card
will it cost me to get a second card?,getting_spare_card
how can i get another card?,getting_spare_card
can i get another card?,getting_spare_card
can i have a duplicate second card?,getting_spare_card
is it possible to have a second card?,getting_spare_card
can i have a spare card for this account please?,getting_spare_card
how many different cards can i have for my account?,getting_spare_card
can i give a second card for this account to my daughter?,getting_spare_card
how do i obtain a second card?,getting_spare_card
can i order a second card?,getting_spare_card
"if i get another card, what kind of fees am i looking at?",getting_spare_card
i want a new card,getting_spare_card
i would like to get some extra cards?,getting_spare_card
i would like a second card.,getting_spare_card
how many cards can i have?,getting_spare_card
what's the limit on total number of cards i can have?,getting_spare_card
can i have a third card?,getting_spare_card
i would like to purchase another card.,getting_spare_card
are there any fees to get additional cards?,getting_spare_card
does it cost extra to send out more than one card?,getting_spare_card
how much does it cost to get more cards?,getting_spare_card
would it be possible for me to get a second card?,getting_spare_card
can i have more physical cards?,getting_spare_card
i need more physical cards.,getting_spare_card
how much would an extra card cost?,getting_spare_card
would i have to pay anything if i need an additional card?,getting_spare_card
can i have a supplementary card?,getting_spare_card
is there a fee for sending additional cards?,getting_spare_card
i was wondering if i could get a second card on this account? i would like my daughter to have one.,getting_spare_card
do i have to pay for a second card?,getting_spare_card
may i order another card?,getting_spare_card
i'd like to have extra cards. will i have to pay for that?,getting_spare_card
"i would like to give another card to my daughter, how can i proceed?",getting_spare_card
is there a fee for sending out more cards?,getting_spare_card
what is the charge for sending out more cards?,getting_spare_card
can i get more cards just incase?,getting_spare_card
can i have another card in addition to my first one?,getting_spare_card
am i permitted to have a spare card?,getting_spare_card
how do i go about ordering another card?,getting_spare_card
is it free to send out more cards?,getting_spare_card
is it possible to get a new card in china?,card_about_to_expire
what do i do after my card expires?,card_about_to_expire
my card is almost going to expire.,card_about_to_expire
what can i expect at card expiration?,card_about_to_expire
"the expiration date on my card is very soon, and i need to get a new one.  what are the price and delivery options for my replacement card?",card_about_to_expire
"if i am in china, can i still order a new card and if so, how?",card_about_to_expire
can i order a new card by phone?,card_about_to_expire
"my card is about to expire, what do i do?",card_about_to_expire
"my card will expire soon, when do i need to order a new one?",card_about_to_expire
how do i replace my card?,card_about_to_expire
my card is about to expire.  are there any costs with a replacement card?  how quick do you mail it to me?,card_about_to_expire
the date my card expires is coming up,card_about_to_expire
how do i know when my card will expire?,card_about_to_expire
"my bank card has expired, how can i get a new physical card?",card_about_to_expire
how do i order a new card when my old one is ready to expire?,card_about_to_expire
if my card is about to expire how long would it take to receive a new one and how much would that cost me?,card_about_to_expire
my card is expiring soon.,card_about_to_expire
"my card has an expiration date, will you send a new one automatically?",card_about_to_expire
"soon my card will expire, how do i get a new one?",card_about_to_expire
what happens if my card expires?,card_about_to_expire
i need to renew a card that's about to expire,card_about_to_expire
"i am overseas in china, can i get a replacement card?",card_about_to_expire
please inform me how to get a new card as mine is about to expire.,card_about_to_expire
what should i do once my card expires?,card_about_to_expire
how do i replace a card that's going to expire?,card_about_to_expire
help me order a new card that's going to be expired soon.,card_about_to_expire
my card expires next week. how do i get a new one?,card_about_to_expire
do i need to do something to get a new card once it expires?,card_about_to_expire
how to get a new card in china,card_about_to_expire
how can i get a card sent to china?,card_about_to_expire
"my card will expire soon, do i need to order a new one?",card_about_to_expire
"the expiration of my card is near, how do i order a new card?",card_about_to_expire
"the expiration date for my card is coming up, how do i get a new card?",card_about_to_expire
how do i replace my card before it expires next month?,card_about_to_expire
"if my card is going to expire this month, do i need to order a new one?",card_about_to_expire
my card expires very soon.  what is the cost and delivery time to get a new one?,card_about_to_expire
i need a new card before it expires.,card_about_to_expire
can i order a new card with the app?,card_about_to_expire
what happens after my card expires?,card_about_to_expire
my card is about to expire.  how do i order another?,card_about_to_expire
tell me how to replace my expired card.,card_about_to_expire
what steps should i take before my card expires?,card_about_to_expire
"my card's expiration is approaching, how do i replace it.",card_about_to_expire
can i wait for you to send me a new card when mine's about to expire?,card_about_to_expire
do i need to order a new card before it expires?,card_about_to_expire
"if i order a new card, how much will it be and how long will it take me to get it?",card_about_to_expire
do i need to order a new card if mine is expiring?,card_about_to_expire
"when my card expires soon, how fast is the replacement card sent and what are the costs?",card_about_to_expire
"my card is going to expire, what do i do?",card_about_to_expire
how can i replace an expired card?,card_about_to_expire
"my card is expiring soon, how do i order a new card?",card_about_to_expire
i'm in china and really need a new card.,card_about_to_expire
how do i get a new card sent to china?,card_about_to_expire
can i order a new card?  mine is about to expire.,card_about_to_expire
"when will i get a new card when i order it, and how much will it cost.",card_about_to_expire
my card is about to expire. do i have to go to a branch to order a new card?,card_about_to_expire
want to get a new card in china,card_about_to_expire
"my card expires soon, will you send me one automatically?",card_about_to_expire
"i think my card is expiring, what happens then?",card_about_to_expire
i will need a new card because mine is almost expired.  how fast do i get a replacement and what is the cost?,card_about_to_expire
my card is due to expire,card_about_to_expire
"i have a card that expires in the coming month, do i have to specifically ask for the updated card?",card_about_to_expire
what should i do when my card reaches its expiry date?,card_about_to_expire
my card is due to expire soon.,card_about_to_expire
will you send me a new card in china?,card_about_to_expire
"i need a new card, my old card is expiring.",card_about_to_expire
what is the cost and time frame of getting a new card?,card_about_to_expire
after my card expires what should i do?,card_about_to_expire
what to do if my card is about to expire?,card_about_to_expire
if my card becomes expired what can i do?,card_about_to_expire
what will happen after my card expires?,card_about_to_expire
does it cost much or take long to get a new card? mine is about to expire.,card_about_to_expire
how do i order a new card if my current one is about to expire?,card_about_to_expire
what do i do if my card expires soon?,card_about_to_expire
want a new card what are the fees,card_about_to_expire
am i able to get this shipped to china?,card_about_to_expire
"need a new card, mine is expiring.",card_about_to_expire
what do i do if my card is about to expire?,card_about_to_expire
does it cost anything and how long would it take to get a card if i need a new one? my card is about to expire.,card_about_to_expire
can i order a new card to china?,card_about_to_expire
is ordering a new card from china available?,card_about_to_expire
my card is about to expire.  how do i get a new card?,card_about_to_expire
is there a way to order a new card while in china?,card_about_to_expire
can i have a new card shipped to china?,card_about_to_expire
what do i do when i get close to the expiration date of my card?,card_about_to_expire
are new cards available from china?,card_about_to_expire
what do i do about my expired card?,card_about_to_expire
"my card's expiring a month from now, should i place an order for the new card?",card_about_to_expire
what is the process to get a new card when your old one expires?,card_about_to_expire
how do i order a new card? the current one is about to expire.,card_about_to_expire
how do i get a new card when my old one expires?,card_about_to_expire
can i keep using my card after it expires?,card_about_to_expire
google play top up help?,apple_pay_or_google_pay
what services can i use to top up?,apple_pay_or_google_pay
top up for my american express card is not working,apple_pay_or_google_pay
can i use american express with apple pay? why does it make my top up not work?,apple_pay_or_google_pay
how do i get top up to work for my card,apple_pay_or_google_pay
what do i do if my google pay top up isn't working?,apple_pay_or_google_pay
unable to use my american express with apple pay to top up my account,apple_pay_or_google_pay
how to activate google pay for top up?,apple_pay_or_google_pay
my google pay top up isn't working. help.,apple_pay_or_google_pay
is it possible to use my apple watch for topping up?,apple_pay_or_google_pay
can i use my apple watch to pay for gas?,apple_pay_or_google_pay
"apple watch top up help, please?",apple_pay_or_google_pay
i would like to know if i can top up with google pay.,apple_pay_or_google_pay
"i received my american express in apple pay, is there a reason why top up is not working?",apple_pay_or_google_pay
can i top up using my apple watch?,apple_pay_or_google_pay
does my top up and apple pay work together?,apple_pay_or_google_pay
i'm trying to use my apple watch to top up my google pay. do i need a special app?,apple_pay_or_google_pay
google pay won't let me top up.,apple_pay_or_google_pay
am i able to use apple pay?,apple_pay_or_google_pay
does google play offer the service to top up?,apple_pay_or_google_pay
why top up is not working even if i got my american express in apple bay?,apple_pay_or_google_pay
why isn't my google pay top up working?,apple_pay_or_google_pay
is there a way to top up using my apple watch?,apple_pay_or_google_pay
how can i set up google pay on my device?,apple_pay_or_google_pay
what are the steps needed to top up with apple pay?,apple_pay_or_google_pay
how do i go about topping up with google pay?,apple_pay_or_google_pay
can i use google pay to top up?,apple_pay_or_google_pay
"apple pay is not accepting my american express card, can you assist me with this problem?",apple_pay_or_google_pay
i cannot get my google pay to work.,apple_pay_or_google_pay
can i use top-up with apple pay?,apple_pay_or_google_pay
"using google pay, can i top up?",apple_pay_or_google_pay
i can't get google pay to work right.,apple_pay_or_google_pay
why isn't my google pay top up working for me? did i do something wrong?,apple_pay_or_google_pay
where do i top up my google pay?,apple_pay_or_google_pay
does google pay offer a top up option?,apple_pay_or_google_pay
could google pay and top up be together?,apple_pay_or_google_pay
can i use apple pay to top-up?,apple_pay_or_google_pay
how do i set up my apple pay watch to connect to my account,apple_pay_or_google_pay
why is top up not working if i use my american express with my apple pay?,apple_pay_or_google_pay
i seem to be having trouble with my google pay top. can you please help?,apple_pay_or_google_pay
can you assist on apple watch top ups?,apple_pay_or_google_pay
how do i get top up to work in apple pay?,apple_pay_or_google_pay
how do i setup my apple pay,apple_pay_or_google_pay
i can't see my google pay top up. is it not working correctly?,apple_pay_or_google_pay
is topping up with apple pay possible?,apple_pay_or_google_pay
is apple pay a top up service?,apple_pay_or_google_pay
can you explain why my google pay top isn't working?,apple_pay_or_google_pay
"i am having a slight problem with my american express in apple play, can you help me fix the problem with top up?",apple_pay_or_google_pay
need help with google pay top up,apple_pay_or_google_pay
how do i top up my google pay?,apple_pay_or_google_pay
"in regards to top-ups, can i do them via google pay?",apple_pay_or_google_pay
my google pay seems to be acting up.,apple_pay_or_google_pay
"i got my american express in apple pay, why is top up not working on my device?",apple_pay_or_google_pay
how can i get my google pay top up to work?,apple_pay_or_google_pay
can i use google play as my primary app to top up?,apple_pay_or_google_pay
is it possible for me to top up with google pay?,apple_pay_or_google_pay
"i need to top up, can i use google pay?",apple_pay_or_google_pay
are top-ups allowed using apple pay?,apple_pay_or_google_pay
how can i top up with apple pay?,apple_pay_or_google_pay
will be apple watch be able to let me top up?,apple_pay_or_google_pay
"i have received my american express in apple play, looks like top up has an issue, please help?",apple_pay_or_google_pay
"top up google pay, is it possible?",apple_pay_or_google_pay
google pay top up not working.,apple_pay_or_google_pay
can i use my apple watch to fill my gas tank?,apple_pay_or_google_pay
google pay top up did not work,apple_pay_or_google_pay
how do you top up on the apple watch?,apple_pay_or_google_pay
"i received my american express in apple pay, is there a reason why top up is not functioning properly?",apple_pay_or_google_pay
can you show me how to top up with google play?,apple_pay_or_google_pay
what currencies does google pay top up accept?,apple_pay_or_google_pay
i can't get my google pay top to work. are there any issues on your end?,apple_pay_or_google_pay
why isn't my google top-up pay working?,apple_pay_or_google_pay
can apple pay handle top up exchanges?,apple_pay_or_google_pay
top up is not working even though i have my amex in apple pay.,apple_pay_or_google_pay
i do i top up from my apple watch?,apple_pay_or_google_pay
why is top up not working for my apple pay app,apple_pay_or_google_pay
i want to top up my account. can i do it with google pay?,apple_pay_or_google_pay
can i use my apple watch to top up?,apple_pay_or_google_pay
why can't i get my top up to work in apple pay?,apple_pay_or_google_pay
is it possible to top up with google pay?,apple_pay_or_google_pay
"i got my american express in apple pay, why is top up not working correctly?",apple_pay_or_google_pay
can you help me get top up to work in the apple pay function?,apple_pay_or_google_pay
my apple pay top up with my american express card is not working? please tell me why,apple_pay_or_google_pay
"i got my american express in apple pay, why is top up not working in my country?",apple_pay_or_google_pay
is there a way to do top up with apple pay,apple_pay_or_google_pay
how do i top up using my apple watch?,apple_pay_or_google_pay
"i received my american express in apple pay, why is top up not working?",apple_pay_or_google_pay
how long does it take for a top up to be approved?,cancel_transfer
i just made a top-up but it shows as pending! i use your service all the time and have never had a problem before. why does it keep showing up as pending?,cancel_transfer
"i tried to top up, but the funds show up as pending. i thought it was instant?",cancel_transfer
the app is showing that i received alot more money than i actually received from the atm. this occurred earlier today.,card_payment_fee_charged
i tried to withdraw 40 pounds but only 20 came out. did you steal my money?,card_payment_fee_charged
the amount of cash i received was not the full amount,card_payment_fee_charged
i was not distributed all of cash that i requested,card_payment_fee_charged
i'm still waiting for my transaction.,supported_cards_and_currencies
how long do money transfers take? my friend really needs the money i sent a couple of hours ago but it's not there yet.,supported_cards_and_currencies
how long does it take for a transfer to arrive,supported_cards_and_currencies
how do i find my new pin?,visa_or_mastercard
when will i have access to my pin number?,visa_or_mastercard
do you deliver the pin separately?,visa_or_mastercard
why is my payment still pending?,lost_or_stolen_phone
"hi,  one of payment is still coming as pending for which i have already paid by card. i guess it did not processed, could you please check and update me.",lost_or_stolen_phone
why haven't i gotten my payment yet?,lost_or_stolen_phone
why hasn't my payment shown up yet?,lost_or_stolen_phone
the card payment didn't work,change_pin
why is a payment i made reverted back to my account?,change_pin
what reasons would cause my card payment to be cancelled?,change_pin
what happens if a merchant doesn't accept  you payment?,change_pin
please tell me how to change my pin.,beneficiary_not_allowed
what atms will allow me to change my pin?,beneficiary_not_allowed
is it possible to change my pin?,beneficiary_not_allowed
can i change my pin on holiday?,beneficiary_not_allowed
do i need to verify my top-up card?,getting_spare_card
do you know how i can verify that i did a top-up to my card?,getting_spare_card
i need help finding the verification code on the top up card.,getting_spare_card
why am i being charge a fee when using an atm?,card_about_to_expire
"so, i was just charged for my recent atm withdrawal and any withdrawal prior to this has been free. what is the issue here?",card_about_to_expire
why do i see extra charges for withdrawing my money?,card_about_to_expire
i was charged for getting cash.,card_about_to_expire
will i be sent a new card before mine expires?,apple_pay_or_google_pay
are there any express fees if i want my new card faster?,apple_pay_or_google_pay
can i get a new card even though i am in china?,apple_pay_or_google_pay
my card is almost expired.  how fast will i get a new one and what is the cost?,apple_pay_or_google_pay
Voluptatem velit sit labore modi quiquia ipsum ut,apple_pay_or_google_pay
Quaerat neque eius adipisci quiquia non consectetur?,card_about_to_expire
Etincidunt neque numquam adipisci ut dolor etincidunt?,supported_cards_and_currencies
<p><samp>File not found.<br>Press F1 to continue</samp></p>,supported_cards_and_currencies
"The banana phone rang and it was a message from a galaxy far, far away.",apple_pay_or_google_pay
